2, 86248100
2, 90260400
2, 85538700
2, 100643800
2, 74941000
2, 73260400
2, 80538700
2, 89268600
2, 318517600
2, 78846100
2, 80716700
2, 78140100
2, 89783900
2, 81501500
2, 76086600
2, 96002300
2, 95795200
2, 71785800
2, 294838700
2, 80331600
2, 93494500
2, 85461400
2, 66151000
2, 81945400
2, 86415600
2, 86503900
2, 99867900
2, 85615800
2, 281438400
2, 106969000
2, 86174700
2, 82270900
2, 66937300
2, 72630000
2, 88941100
2, 96853600
2, 87064400
2, 89660300
2, 77380800
2, 357355200
2, 90051900
2, 85079300
2, 79792800
2, 95619600
2, 114889500
2, 94533500
2, 89936200
2, 90345800
2, 79982800
2, 328243500
2, 82633400
2, 65053100
2, 77578100
2, 72604700
2, 77728800
2, 85657400
2, 81423500
2, 97361300
2, 73849100
2, 80452600
2, 310072900
2, 78870600
2, 66616400
2, 73692900
2, 68199500
2, 79924700
2, 77749500
2, 68442600
2, 75624900
2, 74360500
2, 287096000
2, 64104900
2, 76772700
2, 68864900
2, 69564000
2, 82553900
2, 83668400
2, 78895100
2, 73527300
2, 93482800
2, 247697500
2, 108633500
2, 66646100
2, 73561500
2, 74733300
2, 77742100
2, 74959900
2, 84932800
2, 93611100
2, 88259500
2, 161533200
2, 320605200
2, 129827700
2, 251779400
2, 133079500
2, 99850300
2, 85522000
2, 99798900
2, 89601700
2, 88013200
3, 2172356100
3, 2239418100
3, 2402320100
3, 2097958600
3, 2184391300
3, 2209549900
3, 2469223700
3, 2359910000
3, 2751734100
3, 1902221000
3, 2213988800
3, 2671529000
3, 2216457700
3, 2507146900
3, 1910254500
3, 3320139700
3, 2240255100
3, 2408894200
3, 2235065400
3, 2268176200
3, 2224414700
3, 2566546900
3, 2326438300
3, 2436114200
3, 2552671300
3, 1953973000
3, 2547675500
3, 2160523200
3, 2399746000
3, 2155808500
3, 2192775700
3, 2206605800
3, 2089654900
3, 2380429000
3, 2247732700
3, 2383851300
3, 2245898300
3, 2395511200
3, 2216877300
3, 2521781500
3, 1946036500
3, 2567112500
3, 2430135100
3, 2414695100
3, 2560567200
3, 2045630300
3, 2329728500
3, 2116410500
3, 2482745300
3, 2161845700
