2, 70602500
2, 74570200
2, 107954500
2, 89273200
2, 79306000
2, 69134100
2, 77715900
2, 97639500
2, 333145100
2, 102256600
2, 80315600
2, 69181900
2, 75608700
2, 68644200
2, 81757600
2, 76892900
2, 78532200
2, 92926700
2, 79110800
2, 341119700
2, 89549000
2, 70851300
2, 76682300
2, 68163400
2, 69507500
2, 81104600
2, 70788300
2, 78303500
2, 71838700
2, 339748900
2, 77479000
2, 67513000
2, 70181400
2, 79565100
2, 80727800
2, 77750500
2, 68941600
2, 87106300
2, 84619000
2, 253893500
2, 128192800
2, 73473800
2, 76585600
2, 306342200
2, 115569500
2, 114603000
2, 99772100
2, 125267500
2, 114922800
2, 96824900
2, 339688700
2, 80389700
2, 72170600
2, 73862600
2, 98759400
2, 82047300
2, 83061700
2, 93668400
2, 82791100
2, 94688800
2, 315696800
2, 80807200
2, 76754900
2, 68324700
2, 78835100
2, 79228500
2, 79837300
2, 78941000
2, 88425100
2, 71812500
2, 83303900
2, 321990600
2, 79631500
2, 77046400
2, 105994900
2, 70145000
2, 79665000
2, 75070900
2, 84328300
2, 79831600
2, 79938700
2, 332394700
2, 73978800
2, 73697300
2, 67793100
2, 85455000
2, 112077600
2, 131571500
2, 82333000
2, 104821700
2, 90358600
2, 377494000
2, 122267000
2, 111740600
2, 107556100
2, 90175000
2, 85854500
2, 89577500
2, 72015800
2, 82303400
3, 2262501800
3, 2583639100
3, 2167582700
3, 2331073300
3, 2544684900
3, 2735754600
3, 2299921000
3, 2442115000
3, 2337467000
3, 2018551600
3, 2594237200
3, 2277797400
3, 2436491700
3, 2247387400
3, 2200256200
3, 2120132700
3, 2772864800
3, 2444938400
3, 2654350500
3, 2300907300
3, 2648951800
3, 2222568100
3, 2785765300
3, 2184501100
3, 2045296600
3, 2840839000
3, 2210873700
3, 2448609000
3, 2514894100
3, 2780490800
3, 2048659100
3, 2903065100
3, 2283783300
3, 3886357900
3, 2375753000
3, 2392343200
3, 2196506100
3, 2909889900
3, 2242588300
3, 2622242300
3, 2000202900
3, 2543068800
3, 2271933300
3, 2483988400
3, 2232944800
3, 1968076300
3, 2919740700
3, 2425113600
3, 2313338500
3, 2320791500
4, 43133250900
4, 42260810400
4, 42482116700
4, 51379820400
4, 46789925500
4, 48858456300
4, 41525949500
4, 41720501800
4, 41253690100
4, 41683606500
4, 41897023900
4, 41304417700
4, 41978129000
4, 41882668300
4, 41043060600
4, 42951644800
4, 41326428100
4, 42025143300
4, 41582506000
4, 41695348200
4, 41845779800
4, 41933774900
4, 41899400400
4, 42080390700
4, 42858041800
4, 41887324500
4, 41575935900
4, 41912654100
4, 42602703100
4, 40997077200
4, 42189110300
4, 41614531300
4, 42062024300
4, 41882217900
4, 41516746200
4, 41826310000
4, 42547111500
4, 42027108400
4, 41916644200
4, 42114088200
4, 42639150900
4, 42177849700
4, 41836168900
4, 42202852200
4, 42246071500
4, 42574322100
4, 42276838100
4, 41531941600
4, 41961341200
4, 42261457400
